2022;2;ELEIÇÃO ORDINÁRIA;1;546;ELEIÇÕES GERAIS ESTADUAIS 2022;02/10/2022;E;SP;SP;SÃO PAULO;71072;SÃO PAULO;320;489;7;DEPUTADO ESTADUAL;22444;MATHEUS COIMBRA MARTINS DE AGUIAR;1236;250001610136;EE. SALVADOR MOYA;RUA ITAIARA,51;4
2022;2;ELEIÇÃO ORDINÁRIA;1;546;ELEIÇÕES GERAIS ESTADUAIS 2022;02/10/2022;E;SP;SP;SÃO PAULO;71072;SÃO PAULO;320;489;7;DEPUTADO ESTADUAL;22541;RODRIGO AUGUSTO MORAES;1236;250001610140;EE. SALVADOR MOYA;RUA ITAIARA,51;2
2022;2;ELEIÇÃO ORDINÁRIA;1;546;ELEIÇÕES GERAIS ESTADUAIS 2022;02/10/2022;E;SP;SP;SÃO PAULO;71072;SÃO PAULO;320;489;7;DEPUTADO ESTADUAL;22678;ISAC FELIX DOS SANTOS;1236;250001610177;EE. SALVADOR MOYA;RUA ITAIARA,51;4
2022;2;ELEIÇÃO ORDINÁRIA;1;546;ELEIÇÕES GERAIS ESTADUAIS 2022;02/10/2022;E;SP;SP;SÃO PAULO;71072;SÃO PAULO;320;489;7;DEPUTADO ESTADUAL;35035;RAFAEL MORENO SOUZA SANTOS;1236;250001642257;EE. SALVADOR MOYA;RUA ITAIARA,51;1
2022;2;ELEIÇÃO ORDINÁRIA;1;546;ELEIÇÕES GERAIS ESTADUAIS 2022;02/10/2022;E;SP;SP;SÃO PAULO;71072;SÃO PAULO;320;489;7;DEPUTADO ESTADUAL;36022;ROSIMEIRE SANTOS CESCHINI;1236;250001721356;EE. SALVADOR MOYA;RUA ITAIARA,51;1
2022;2;ELEIÇÃO ORDINÁRIA;1;546;ELEIÇÕES GERAIS ESTADUAIS 2022;02/10/2022;E;SP;SP;SÃO PAULO;71072;SÃO PAULO;320;489;7;DEPUTADO ESTADUAL;40;PARTIDO SOCIALISTA BRASILEIRO;1236;-3;EE. SALVADOR MOYA;RUA ITAIARA,51;2
2022;2;ELEIÇÃO ORDINÁRIA;1;546;ELEIÇÕES GERAIS ESTADUAIS 2022;02/10/2022;E;SP;SP;SÃO PAULO;71072;SÃO PAULO;320;489;7;DEPUTADO ESTADUAL;40070;JOSÉ DILSON DAS CHAGAS;1236;250001620631;EE. SALVADOR MOYA;RUA ITAIARA,51;1
2022;2;ELEIÇÃO ORDINÁRIA;1;546;ELEIÇÕES GERAIS ESTADUAIS 2022;02/10/2022;E;SP;SP;SÃO PAULO;71072;SÃO PAULO;320;489;7;DEPUTADO ESTADUAL;40300;CARMEN DA SILVA FERREIRA;1236;250001620644;EE. SALVADOR MOYA;RUA ITAIARA,51;1
2022;2;ELEIÇÃO ORDINÁRIA;1;546;ELEIÇÕES GERAIS ESTADUAIS 2022;02/10/2022;E;SP;SP;SÃO PAULO;71072;SÃO PAULO;320;489;7;DEPUTADO ESTADUAL;40400;RENATA FALZONI;1236;250001620624;EE. SALVADOR MOYA;RUA ITAIARA,51;2
2022;2;ELEIÇÃO ORDINÁRIA;1;546;ELEIÇÕES GERAIS ESTADUAIS 2022;02/10/2022;E;SP;SP;SÃO PAULO;71072;SÃO PAULO;320;489;7;DEPUTADO ESTADUAL;40640;CAIO FRANÇA DE GOUVÊA GOMES;1236;250001620641;EE. SALVADOR MOYA;RUA ITAIARA,51;1
